#mu,eb,a_crit
0.440,0.17,0.227
0.280,0.61,0.108
0.320,0.53,0.129
0.300,0.56,0.122
0.380,0.29,0.204
0.360,0.32,0.196
0.460,0.12,0.248
0.420,0.20,0.225
0.400,0.26,0.208
0.340,0.39,0.178
0.480,0.00,0.272
0.490,0.37,0.158
0.260,0.66,0.094
0.440,0.18,0.224
0.280,0.62,0.104
0.320,0.54,0.128
0.300,0.57,0.120
0.380,0.30,0.199
0.460,0.13,0.241
0.360,0.33,0.194
0.420,0.21,0.224
0.340,0.40,0.172
0.400,0.27,0.207
0.260,0.67,0.089
0.480,0.01,0.270
0.490,0.38,0.156
0.440,0.19,0.223
0.280,0.63,0.100
0.320,0.55,0.124
0.300,0.58,0.116
0.380,0.31,0.194
0.460,0.14,0.236
0.360,0.34,0.191
0.260,0.68,0.087
0.340,0.41,0.170
0.420,0.22,0.222
0.400,0.28,0.206
0.490,0.39,0.153
0.480,0.02,0.268
0.440,0.20,0.221
0.320,0.56,0.119
0.280,0.64,0.098
0.300,0.59,0.113
0.460,0.15,0.236
0.380,0.32,0.193
0.260,0.69,0.085
0.360,0.35,0.188
0.340,0.42,0.167
0.420,0.23,0.218
0.400,0.29,0.202
0.480,0.03,0.266
0.440,0.21,0.219
0.490,0.40,0.149
0.320,0.57,0.116
0.300,0.60,0.109
0.280,0.65,0.096
0.460,0.16,0.225
0.380,0.33,0.191
0.260,0.70,0.080
0.360,0.36,0.182
0.340,0.43,0.162
0.400,0.30,0.193
0.420,0.24,0.210
0.480,0.04,0.265
0.490,0.41,0.148
0.440,0.22,0.216
0.320,0.58,0.115
0.300,0.61,0.105
0.380,0.34,0.188
0.280,0.66,0.092
0.460,0.17,0.225
0.260,0.71,0.078
0.360,0.37,0.180
0.340,0.44,0.159
0.400,0.31,0.192
0.420,0.25,0.207
0.440,0.23,0.214
0.480,0.05,0.263
0.490,0.42,0.145
0.320,0.59,0.111
0.300,0.62,0.103
0.380,0.35,0.181
0.280,0.67,0.088
0.460,0.18,0.220
0.260,0.72,0.075
0.400,0.32,0.191
0.360,0.38,0.178
0.340,0.45,0.158
0.420,0.26,0.205
0.320,0.60,0.107
0.490,0.43,0.141
0.440,0.24,0.205
0.480,0.06,0.257
0.380,0.36,0.179
0.300,0.63,0.100
0.280,0.68,0.085
0.400,0.33,0.187
0.460,0.19,0.219
0.260,0.73,0.072
0.360,0.39,0.171
0.340,0.46,0.152
0.320,0.61,0.105
0.300,0.64,0.097
0.420,0.27,0.204
0.480,0.07,0.256
0.380,0.37,0.176
0.440,0.25,0.204
0.490,0.44,0.138
0.400,0.34,0.183
0.260,0.74,0.068
0.280,0.69,0.083
0.460,0.20,0.218
0.360,0.40,0.168
0.320,0.62,0.102
0.340,0.47,0.149
0.480,0.08,0.255
0.300,0.65,0.093
0.440,0.26,0.202
0.420,0.28,0.202
0.380,0.38,0.174
0.490,0.45,0.134
0.400,0.35,0.178
0.260,0.75,0.066
0.280,0.70,0.080
0.460,0.21,0.216
0.360,0.41,0.167
0.340,0.48,0.145
0.320,0.63,0.097
0.440,0.27,0.201
0.480,0.09,0.253
0.300,0.66,0.091
0.420,0.29,0.196
0.380,0.39,0.169
0.490,0.46,0.132
0.400,0.36,0.177
0.260,0.76,0.063
0.280,0.71,0.076
0.460,0.22,0.206
0.360,0.42,0.162
0.340,0.49,0.142
0.320,0.64,0.094
0.480,0.10,0.249
0.420,0.30,0.190
0.300,0.67,0.087
0.440,0.28,0.196
0.380,0.40,0.166
0.260,0.77,0.059
0.490,0.47,0.128
0.400,0.37,0.174
0.460,0.23,0.203
0.280,0.72,0.074
0.360,0.43,0.159
0.320,0.65,0.091
0.340,0.50,0.138
0.480,0.11,0.245
0.440,0.29,0.189
0.420,0.31,0.189
0.300,0.68,0.084
0.380,0.41,0.164
0.400,0.38,0.170
0.490,0.48,0.127
0.260,0.78,0.057
0.360,0.44,0.156
0.460,0.24,0.203
0.280,0.73,0.070
0.320,0.66,0.088
0.340,0.51,0.137
0.480,0.12,0.236
0.440,0.30,0.188
0.420,0.32,0.188
0.380,0.42,0.159
0.300,0.69,0.081
0.400,0.39,0.166
0.490,0.49,0.123
0.460,0.25,0.201
0.360,0.45,0.152
0.260,0.79,0.054
0.280,0.74,0.068
0.320,0.67,0.085
0.340,0.52,0.131
0.480,0.13,0.237
0.440,0.31,0.186
0.420,0.33,0.184
0.380,0.43,0.157
0.300,0.70,0.079
0.400,0.40,0.164
0.490,0.50,0.121
0.460,0.26,0.199
0.260,0.80,0.051
0.360,0.46,0.150
0.280,0.75,0.065
0.440,0.32,0.185
0.480,0.14,0.228
0.320,0.68,0.082
0.340,0.53,0.127
0.420,0.34,0.177
0.380,0.44,0.151
0.300,0.71,0.076
0.400,0.41,0.158
0.270,0.00,0.383
0.460,0.27,0.198
0.360,0.47,0.145
0.490,0.51,0.118
0.280,0.76,0.062
0.440,0.33,0.178
0.320,0.69,0.080
0.480,0.15,0.224
0.340,0.54,0.126
0.380,0.45,0.150
0.420,0.35,0.176
0.300,0.72,0.073
0.490,0.52,0.115
0.400,0.42,0.157
0.270,0.01,0.378
0.460,0.28,0.192
0.440,0.34,0.174
0.360,0.48,0.142
0.280,0.77,0.058
0.320,0.70,0.077
0.480,0.16,0.221
0.340,0.55,0.122
0.380,0.46,0.147
0.420,0.36,0.174
0.300,0.73,0.069
0.490,0.53,0.112
0.270,0.02,0.356
0.400,0.43,0.154
0.460,0.29,0.186
0.440,0.35,0.173
0.360,0.49,0.138
0.280,0.78,0.056
0.320,0.71,0.073
0.340,0.56,0.118
0.480,0.17,0.216
0.420,0.37,0.170
0.380,0.47,0.143
0.300,0.74,0.066
0.270,0.03,0.356
0.490,0.54,0.108
0.400,0.44,0.149
0.360,0.50,0.136
0.440,0.36,0.170
0.460,0.30,0.185
0.280,0.79,0.053
0.420,0.38,0.165
0.320,0.72,0.070
0.340,0.57,0.115
0.480,0.18,0.217
0.380,0.48,0.140
0.270,0.04,0.350
0.300,0.75,0.063
0.490,0.55,0.106
0.400,0.45,0.147
0.360,0.51,0.132
0.420,0.39,0.164
0.440,0.37,0.164
0.320,0.73,0.067
0.460,0.31,0.184
0.280,0.80,0.051
0.340,0.58,0.111
0.480,0.19,0.215
0.380,0.49,0.135
0.490,0.56,0.104
0.300,0.76,0.061
0.270,0.05,0.316
0.400,0.46,0.145
0.360,0.52,0.130
0.440,0.38,0.163
0.420,0.40,0.162
0.320,0.74,0.066
0.290,0.00,0.370
0.460,0.32,0.179
0.340,0.59,0.110
0.480,0.20,0.211
0.380,0.50,0.134
0.490,0.57,0.101
0.300,0.77,0.058
0.400,0.47,0.140
0.270,0.06,0.315
0.360,0.53,0.126
0.420,0.41,0.156
0.440,0.39,0.161
0.320,0.75,0.062
0.290,0.01,0.368
0.480,0.21,0.211
0.340,0.60,0.105
0.460,0.33,0.173
0.380,0.51,0.130
0.490,0.58,0.098
0.300,0.78,0.055
0.270,0.07,0.311
0.400,0.48,0.137
0.360,0.54,0.122
0.420,0.42,0.155
0.440,0.40,0.157
0.320,0.76,0.059
0.480,0.22,0.204
0.290,0.02,0.355
0.340,0.61,0.103
0.460,0.34,0.172
0.380,0.52,0.127
0.270,0.08,0.310
0.490,0.59,0.096
0.300,0.79,0.053
0.400,0.49,0.135
0.420,0.43,0.151
0.320,0.77,0.057
0.360,0.55,0.120
0.440,0.41,0.154
0.480,0.23,0.201
0.340,0.62,0.099
0.290,0.03,0.349
0.460,0.35,0.171
0.300,0.80,0.050
0.380,0.53,0.124
0.490,0.60,0.092
0.270,0.09,0.308
0.400,0.50,0.132
0.320,0.78,0.055
0.420,0.44,0.147
0.440,0.42,0.151
0.360,0.56,0.117
0.480,0.24,0.199
0.290,0.04,0.316
0.340,0.63,0.096
0.460,0.36,0.165
0.310,0.00,0.360
0.490,0.61,0.090
0.270,0.10,0.305
0.380,0.54,0.120
0.400,0.51,0.128
0.320,0.79,0.052
0.420,0.45,0.144
0.360,0.57,0.113
0.440,0.43,0.149
0.460,0.37,0.163
0.290,0.05,0.316
0.480,0.25,0.198
0.340,0.64,0.093
0.270,0.11,0.303
0.490,0.62,0.088
0.310,0.01,0.357
0.320,0.80,0.049
0.400,0.52,0.124
0.380,0.55,0.117
0.420,0.46,0.140
0.290,0.06,0.315
0.460,0.38,0.161
0.440,0.44,0.145
0.360,0.58,0.109
0.340,0.65,0.090
0.480,0.26,0.196
0.490,0.63,0.084
0.270,0.12,0.300
0.400,0.53,0.122
0.330,0.00,0.346
0.310,0.02,0.353
0.380,0.56,0.114
0.420,0.47,0.138
0.290,0.07,0.307
0.440,0.45,0.142
0.460,0.39,0.158
0.360,0.59,0.108
0.340,0.66,0.087
0.490,0.64,0.082
0.480,0.27,0.191
0.380,0.57,0.111
0.310,0.03,0.346
0.400,0.54,0.118
0.330,0.01,0.344
0.270,0.13,0.298
0.420,0.48,0.134
0.290,0.08,0.305
0.440,0.46,0.138
0.460,0.40,0.152
0.360,0.60,0.105
0.340,0.67,0.084
0.310,0.04,0.341
0.330,0.02,0.334
0.270,0.14,0.293
0.380,0.58,0.108
0.480,0.28,0.186
0.490,0.65,0.079
0.400,0.55,0.115
0.420,0.49,0.132
0.290,0.09,0.303
0.440,0.47,0.135
0.460,0.41,0.152
0.360,0.61,0.100
0.490,0.66,0.077
0.270,0.15,0.286
0.310,0.05,0.317
0.340,0.68,0.081
0.380,0.59,0.105
0.330,0.03,0.326
0.480,0.29,0.183
0.400,0.56,0.112
0.420,0.50,0.128
0.290,0.10,0.301
0.440,0.48,0.132
0.460,0.42,0.149
0.270,0.16,0.273
0.360,0.62,0.097
0.310,0.06,0.306
0.340,0.69,0.078
0.490,0.67,0.074
0.400,0.57,0.110
0.330,0.04,0.326
0.380,0.60,0.101
0.480,0.30,0.182
0.420,0.51,0.125
0.290,0.11,0.299
0.460,0.43,0.144
0.440,0.49,0.129
0.360,0.63,0.094
0.270,0.17,0.271
0.490,0.68,0.071
0.310,0.07,0.304
0.340,0.70,0.076
0.480,0.31,0.180
0.400,0.58,0.107
0.380,0.61,0.099
0.330,0.05,0.324
0.420,0.52,0.122
0.440,0.50,0.126
0.460,0.44,0.143
0.290,0.12,0.295
0.360,0.64,0.092
0.490,0.69,0.069
0.270,0.18,0.270
0.340,0.71,0.072
0.310,0.08,0.300
0.400,0.59,0.104
0.480,0.32,0.172
0.420,0.53,0.118
0.380,0.62,0.096
0.440,0.51,0.124
0.330,0.06,0.305
0.460,0.45,0.139
0.290,0.13,0.294
0.490,0.70,0.068
0.360,0.65,0.089
0.270,0.19,0.268
0.340,0.72,0.070
0.310,0.09,0.300
0.480,0.33,0.171
0.420,0.54,0.116
0.460,0.46,0.136
0.400,0.60,0.101
0.380,0.63,0.094
0.440,0.52,0.120
0.330,0.07,0.303
0.290,0.14,0.285
0.490,0.71,0.065
0.360,0.66,0.084
0.270,0.20,0.263
0.310,0.10,0.297
0.340,0.73,0.068
0.480,0.34,0.169
0.420,0.55,0.113
0.460,0.47,0.133
0.330,0.08,0.295
0.400,0.61,0.097
0.380,0.64,0.090
0.440,0.53,0.117
0.290,0.15,0.271
0.490,0.72,0.062
0.270,0.21,0.261
0.360,0.67,0.083
0.310,0.11,0.294
0.340,0.74,0.065
0.480,0.35,0.168
0.460,0.48,0.130
0.420,0.56,0.110
0.380,0.65,0.087
0.330,0.09,0.295
0.400,0.62,0.095
0.440,0.54,0.115
0.290,0.16,0.269
0.310,0.12,0.291
0.490,0.73,0.059
0.270,0.22,0.259
0.360,0.68,0.080
0.340,0.75,0.062
0.480,0.36,0.163
0.380,0.66,0.085
0.460,0.49,0.127
0.420,0.57,0.107
0.440,0.55,0.111
0.330,0.10,0.291
0.400,0.63,0.091
0.290,0.17,0.268
0.360,0.69,0.077
0.310,0.13,0.288
0.490,0.74,0.056
0.270,0.23,0.254
0.480,0.37,0.160
0.340,0.76,0.059
0.460,0.50,0.124
0.380,0.67,0.081
0.420,0.58,0.105
0.330,0.11,0.290
0.440,0.56,0.108
0.400,0.64,0.089
0.360,0.70,0.073
0.310,0.14,0.269
0.290,0.18,0.266
0.270,0.24,0.243
0.490,0.75,0.054
0.480,0.38,0.159
0.340,0.77,0.056
0.380,0.68,0.079
0.460,0.51,0.121
0.420,0.59,0.101
0.440,0.57,0.107
0.400,0.65,0.086
0.310,0.15,0.267
0.360,0.71,0.071
0.500,0.48,0.126
0.290,0.19,0.264
0.480,0.39,0.154
0.490,0.76,0.053
0.340,0.78,0.053
0.380,0.69,0.076
0.460,0.52,0.118
0.520,0.44,0.133
0.420,0.60,0.099
0.310,0.16,0.267
0.400,0.66,0.083
0.440,0.58,0.104
0.360,0.72,0.069
0.480,0.40,0.150
0.500,0.49,0.122
0.290,0.20,0.258
0.490,0.77,0.050
0.340,0.79,0.051
0.380,0.70,0.072
0.460,0.53,0.115
0.520,0.45,0.132
0.540,0.40,0.144
0.420,0.61,0.095
0.440,0.59,0.099
0.400,0.67,0.080
0.360,0.73,0.067
0.480,0.41,0.149
0.500,0.50,0.119
0.560,0.36,0.151
0.490,0.78,0.047
0.380,0.71,0.071
0.580,0.32,0.159
0.460,0.54,0.113
0.540,0.41,0.138
0.520,0.46,0.128
0.420,0.62,0.093
0.360,0.74,0.063
0.600,0.28,0.165
0.620,0.24,0.170
0.480,0.42,0.145
0.500,0.51,0.117
0.560,0.37,0.149
0.490,0.79,0.045
0.580,0.33,0.158
0.640,0.20,0.177
0.460,0.55,0.109
0.540,0.42,0.137
0.420,0.63,0.090
0.520,0.47,0.125
0.600,0.29,0.163
0.360,0.75,0.061
0.620,0.25,0.167
0.480,0.43,0.142
0.560,0.38,0.144
0.500,0.52,0.114
0.680,0.12,0.185
0.490,0.80,0.043
0.640,0.21,0.172
0.580,0.34,0.151
0.660,0.16,0.180
0.540,0.43,0.134
0.520,0.48,0.123
0.600,0.30,0.157
0.700,0.08,0.183
0.620,0.26,0.165
0.480,0.44,0.140
0.560,0.39,0.142
0.500,0.53,0.111
0.580,0.35,0.149
0.640,0.22,0.170
0.660,0.17,0.178
0.500,0.00,0.265
0.680,0.13,0.181
0.520,0.49,0.120
0.600,0.31,0.157
0.540,0.44,0.130
0.700,0.09,0.182
0.620,0.27,0.163
0.480,0.45,0.136
0.560,0.40,0.141
0.500,0.54,0.108
0.640,0.23,0.168
0.580,0.36,0.148
0.520,0.50,0.117
0.600,0.32,0.155
0.660,0.18,0.177
0.500,0.01,0.263
0.680,0.14,0.180
0.700,0.10,0.181
0.540,0.45,0.129
0.620,0.28,0.159
0.480,0.46,0.135
0.560,0.41,0.136
0.500,0.55,0.106
0.580,0.37,0.146
0.640,0.24,0.165
0.520,0.51,0.115
0.660,0.19,0.176
0.700,0.11,0.180
0.600,0.33,0.152
0.680,0.15,0.174
0.500,0.02,0.261
0.540,0.46,0.126
0.480,0.47,0.132
0.620,0.29,0.157
0.560,0.42,0.134
0.500,0.56,0.103
0.580,0.38,0.141
0.640,0.25,0.163
0.700,0.12,0.178
0.660,0.20,0.172
0.520,0.52,0.111
0.680,0.16,0.174
0.540,0.47,0.124
0.600,0.34,0.148
0.500,0.03,0.259
0.480,0.48,0.128
0.620,0.30,0.155
0.560,0.43,0.133
0.500,0.57,0.100
0.580,0.39,0.140
0.640,0.26,0.160
0.660,0.21,0.168
0.700,0.13,0.178
0.600,0.35,0.147
0.680,0.17,0.173
0.520,0.53,0.109
0.540,0.48,0.119
0.500,0.04,0.257
0.560,0.44,0.128
0.580,0.40,0.139
0.500,0.58,0.097
0.620,0.31,0.153
0.480,0.49,0.126
0.640,0.27,0.157
0.660,0.22,0.164
0.700,0.14,0.170
0.680,0.18,0.172
0.520,0.54,0.107
0.600,0.36,0.145
0.500,0.05,0.256
0.560,0.45,0.126
0.580,0.41,0.133
0.540,0.49,0.118
0.500,0.59,0.094
0.620,0.32,0.152
0.640,0.28,0.156
0.480,0.50,0.122
0.660,0.23,0.164
0.700,0.15,0.169
0.680,0.19,0.170
0.520,0.55,0.105
0.600,0.37,0.142
0.500,0.06,0.250
0.580,0.42,0.132
0.560,0.46,0.122
0.540,0.50,0.114
0.640,0.29,0.154
0.500,0.60,0.092
0.620,0.33,0.146
0.480,0.51,0.118
0.660,0.24,0.160
0.700,0.16,0.168
0.680,0.20,0.165
0.520,0.56,0.101
0.600,0.38,0.138
0.500,0.07,0.248
0.560,0.47,0.121
0.580,0.43,0.128
0.540,0.51,0.113
0.500,0.61,0.089
0.640,0.30,0.150
0.620,0.34,0.146
0.720,0.04,0.180
0.700,0.17,0.166
0.680,0.21,0.164
0.660,0.25,0.158
0.520,0.57,0.098
0.600,0.39,0.137
0.560,0.48,0.118
0.500,0.08,0.247
0.580,0.44,0.126
0.540,0.52,0.111
0.620,0.35,0.143
0.640,0.31,0.149
0.700,0.18,0.166
0.500,0.62,0.087
0.720,0.05,0.179
0.680,0.22,0.162
0.520,0.58,0.096
0.660,0.26,0.157
0.560,0.49,0.116
0.600,0.40,0.136
0.500,0.09,0.246
0.540,0.53,0.107
0.580,0.45,0.125
0.700,0.19,0.163
0.640,0.32,0.147
0.620,0.36,0.143
0.720,0.06,0.178
0.500,0.63,0.084
0.680,0.23,0.158
0.520,0.59,0.093
0.560,0.50,0.114
0.660,0.27,0.152
0.600,0.41,0.131
0.500,0.10,0.244
0.540,0.54,0.104
0.580,0.46,0.120
0.700,0.20,0.162
0.720,0.07,0.178
0.620,0.37,0.137
0.640,0.33,0.144
0.500,0.64,0.081
0.680,0.24,0.158
0.520,0.60,0.090
0.560,0.51,0.111
0.500,0.11,0.236
0.660,0.28,0.152
0.600,0.42,0.130
0.720,0.08,0.177
0.540,0.55,0.102
0.700,0.21,0.159
0.580,0.47,0.119
0.620,0.38,0.136
0.640,0.34,0.142
0.500,0.65,0.079
0.680,0.25,0.153
0.520,0.61,0.087
0.560,0.52,0.107
0.500,0.12,0.235
0.700,0.22,0.158
0.720,0.09,0.176
0.660,0.29,0.150
0.600,0.43,0.125
0.540,0.56,0.100
0.620,0.39,0.134
0.580,0.48,0.115
0.500,0.66,0.076
0.640,0.35,0.140
0.680,0.26,0.154
0.560,0.53,0.104
0.520,0.62,0.085
0.700,0.23,0.156
0.500,0.13,0.233
0.720,0.10,0.175
0.540,0.57,0.097
0.660,0.30,0.147
0.600,0.44,0.124
0.620,0.40,0.130
0.500,0.67,0.073
0.580,0.49,0.113
0.640,0.36,0.137
0.700,0.24,0.151
0.680,0.27,0.151
0.520,0.63,0.082
0.560,0.54,0.102
0.540,0.58,0.094
0.500,0.14,0.228
0.720,0.11,0.174
0.500,0.68,0.071
0.660,0.31,0.146
0.620,0.41,0.128
0.600,0.45,0.120
0.580,0.50,0.110
0.700,0.25,0.150
0.640,0.37,0.134
0.680,0.28,0.148
0.540,0.59,0.092
0.520,0.64,0.080
0.560,0.55,0.100
0.500,0.15,0.221
0.720,0.12,0.173
0.500,0.69,0.068
0.660,0.32,0.143
0.620,0.42,0.127
0.600,0.46,0.118
0.580,0.51,0.107
0.680,0.29,0.147
0.640,0.38,0.133
0.700,0.26,0.148
0.540,0.60,0.089
0.520,0.65,0.077
0.560,0.56,0.097
0.500,0.16,0.216
0.500,0.70,0.065
0.720,0.13,0.172
0.620,0.43,0.122
0.660,0.33,0.141
0.600,0.47,0.117
0.580,0.52,0.106
0.680,0.30,0.143
0.640,0.39,0.132
0.520,0.66,0.075
0.700,0.27,0.146
0.560,0.57,0.094
0.540,0.61,0.085
0.500,0.17,0.215
0.500,0.71,0.064
0.720,0.14,0.167
0.620,0.44,0.120
0.660,0.34,0.139
0.600,0.48,0.113
0.580,0.53,0.102
0.680,0.31,0.141
0.520,0.67,0.073
0.640,0.40,0.127
0.540,0.62,0.084
0.700,0.28,0.144
0.560,0.58,0.091
0.500,0.72,0.061
0.500,0.18,0.212
0.620,0.45,0.117
0.660,0.35,0.137
0.720,0.15,0.169
0.600,0.49,0.110
0.520,0.68,0.070
0.540,0.63,0.080
0.640,0.41,0.126
0.700,0.29,0.144
0.580,0.54,0.100
0.680,0.32,0.138
0.560,0.59,0.090
0.620,0.46,0.116
0.500,0.73,0.059
0.500,0.19,0.209
0.660,0.36,0.132
0.720,0.16,0.168
0.600,0.50,0.108
0.700,0.30,0.138
0.640,0.42,0.123
0.540,0.64,0.078
0.520,0.69,0.067
0.680,0.33,0.137
0.580,0.55,0.098
0.560,0.60,0.086
0.620,0.47,0.113
0.500,0.20,0.205
0.660,0.37,0.131
0.500,0.74,0.057
0.720,0.17,0.161
0.600,0.51,0.105
0.700,0.31,0.136
0.540,0.65,0.076
0.640,0.43,0.120
0.680,0.34,0.136
0.520,0.70,0.065
0.580,0.56,0.095
0.560,0.61,0.084
0.500,0.75,0.054
0.620,0.48,0.111
0.500,0.21,0.202
0.660,0.38,0.130
0.720,0.18,0.160
0.600,0.52,0.103
0.700,0.32,0.134
0.540,0.66,0.072
0.580,0.57,0.092
0.680,0.35,0.133
0.640,0.44,0.119
0.520,0.71,0.062
0.500,0.76,0.052
0.560,0.62,0.082
0.620,0.49,0.108
0.500,0.22,0.199
0.660,0.39,0.126
0.720,0.19,0.159
0.600,0.53,0.101
0.540,0.67,0.071
0.580,0.58,0.090
0.700,0.33,0.134
0.680,0.36,0.130
0.640,0.45,0.116
0.520,0.72,0.060
0.500,0.77,0.050
0.500,0.23,0.199
0.560,0.63,0.080
0.620,0.50,0.106
0.660,0.40,0.125
0.720,0.20,0.157
0.580,0.59,0.088
0.600,0.54,0.099
0.540,0.68,0.068
0.680,0.37,0.128
0.700,0.34,0.132
0.520,0.73,0.057
0.640,0.46,0.114
0.500,0.78,0.048
0.500,0.24,0.195
0.560,0.64,0.077
0.620,0.51,0.103
0.660,0.41,0.123
0.580,0.60,0.085
0.720,0.21,0.156
0.600,0.55,0.096
0.540,0.69,0.066
0.700,0.35,0.129
0.640,0.47,0.111
0.680,0.38,0.127
0.520,0.74,0.056
0.620,0.52,0.102
0.500,0.25,0.193
0.500,0.79,0.044
0.560,0.65,0.074
0.580,0.61,0.082
0.720,0.22,0.155
0.660,0.42,0.119
0.540,0.70,0.064
0.600,0.56,0.093
0.640,0.48,0.109
0.700,0.36,0.127
0.500,0.80,0.043
0.520,0.75,0.053
0.680,0.39,0.123
0.620,0.53,0.099
0.500,0.26,0.192
0.560,0.66,0.072
0.660,0.43,0.117
0.580,0.62,0.080
0.720,0.23,0.153
0.540,0.71,0.061
0.600,0.57,0.091
0.640,0.49,0.106
0.510,0.00,0.260
0.700,0.37,0.125
0.520,0.76,0.051
0.680,0.40,0.121
0.500,0.27,0.184
0.620,0.54,0.096
0.560,0.67,0.069
0.660,0.44,0.115
0.580,0.63,0.078
0.720,0.24,0.146
0.510,0.01,0.259
0.600,0.58,0.088
0.540,0.72,0.058
0.640,0.50,0.104
0.700,0.38,0.124
0.500,0.28,0.182
0.520,0.77,0.048
0.620,0.55,0.093
0.680,0.41,0.120
0.560,0.68,0.067
0.660,0.45,0.113
0.580,0.64,0.075
0.720,0.25,0.145
0.540,0.73,0.056
0.510,0.02,0.257
0.600,0.59,0.086
0.640,0.51,0.101
0.700,0.39,0.120
0.500,0.29,0.180
0.680,0.42,0.115
0.620,0.56,0.091
0.520,0.78,0.046
0.560,0.69,0.065
0.660,0.46,0.111
0.580,0.65,0.072
0.720,0.26,0.144
0.510,0.03,0.255
0.540,0.74,0.055
0.600,0.60,0.083
0.680,0.43,0.115
0.640,0.52,0.099
0.700,0.40,0.118
0.500,0.30,0.180
0.620,0.57,0.088
0.520,0.79,0.044
0.560,0.70,0.063
0.660,0.47,0.109
0.580,0.66,0.071
0.720,0.27,0.142
0.510,0.04,0.254
0.640,0.53,0.097
0.540,0.75,0.051
0.680,0.44,0.114
0.600,0.61,0.081
0.700,0.41,0.117
0.500,0.31,0.178
0.560,0.71,0.060
0.620,0.58,0.087
0.520,0.80,0.042
0.660,0.48,0.107
0.580,0.67,0.068
0.720,0.28,0.139
0.510,0.05,0.252
0.640,0.54,0.095
0.540,0.76,0.050
0.680,0.45,0.110
0.500,0.32,0.170
0.600,0.62,0.078
0.700,0.42,0.114
0.620,0.59,0.084
0.560,0.72,0.058
0.530,0.00,0.254
0.720,0.29,0.137
0.660,0.49,0.103
0.580,0.68,0.066
0.510,0.06,0.246
0.640,0.55,0.092
0.540,0.77,0.048
0.680,0.46,0.109
0.500,0.33,0.168
0.600,0.63,0.076
0.700,0.43,0.112
0.620,0.60,0.082
0.560,0.73,0.056
0.720,0.30,0.135
0.530,0.01,0.252
0.660,0.50,0.100
0.580,0.69,0.063
0.510,0.07,0.245
0.540,0.78,0.046
0.640,0.56,0.090
0.680,0.47,0.106
0.600,0.64,0.074
0.560,0.74,0.054
0.620,0.61,0.079
0.500,0.34,0.167
0.700,0.44,0.108
0.720,0.31,0.133
0.510,0.08,0.244
0.530,0.02,0.250
0.580,0.70,0.061
0.660,0.51,0.099
0.540,0.79,0.044
0.640,0.57,0.087
0.680,0.48,0.103
0.560,0.75,0.052
0.600,0.65,0.072
0.620,0.62,0.077
0.700,0.45,0.107
0.580,0.71,0.059
0.720,0.32,0.131
0.500,0.35,0.163
0.510,0.09,0.242
0.530,0.03,0.248
0.540,0.80,0.042
0.660,0.52,0.097
0.640,0.58,0.084
0.560,0.76,0.049
0.680,0.49,0.101
0.620,0.63,0.075
0.600,0.66,0.069
0.720,0.33,0.128
0.580,0.72,0.057
0.700,0.46,0.107
0.500,0.36,0.159
0.510,0.10,0.241
0.530,0.04,0.247
0.660,0.53,0.093
0.550,0.00,0.246
0.640,0.59,0.082
0.560,0.77,0.047
0.680,0.50,0.098
0.620,0.64,0.073
0.600,0.67,0.067
0.580,0.73,0.055
0.720,0.34,0.128
0.700,0.47,0.103
0.510,0.11,0.239
0.530,0.05,0.245
0.500,0.37,0.157
0.660,0.54,0.092
0.550,0.01,0.245
0.640,0.60,0.080
0.560,0.78,0.044
0.680,0.51,0.096
0.600,0.68,0.065
0.620,0.65,0.070
0.700,0.48,0.101
0.580,0.74,0.052
0.550,0.02,0.243
0.530,0.06,0.244
0.720,0.35,0.124
0.510,0.12,0.231
0.500,0.38,0.156
0.660,0.55,0.089
0.640,0.61,0.078
0.560,0.79,0.042
0.680,0.52,0.094
0.620,0.66,0.067
0.600,0.69,0.062
0.700,0.49,0.099
0.550,0.03,0.242
0.580,0.75,0.050
0.530,0.07,0.238
0.720,0.36,0.123
0.500,0.39,0.149
0.660,0.56,0.087
0.510,0.13,0.227
0.560,0.80,0.041
0.680,0.53,0.090
0.640,0.62,0.075
0.620,0.67,0.066
0.720,0.37,0.122
0.550,0.04,0.240
0.600,0.70,0.061
0.700,0.50,0.096
0.580,0.76,0.048
0.500,0.40,0.148
0.530,0.08,0.237
0.660,0.57,0.084
0.570,0.00,0.240
0.510,0.14,0.226
0.680,0.54,0.090
0.640,0.63,0.073
0.620,0.68,0.063
0.720,0.38,0.117
0.700,0.51,0.094
0.550,0.05,0.238
0.530,0.09,0.235
0.600,0.71,0.058
0.580,0.77,0.045
0.500,0.41,0.147
0.660,0.58,0.082
0.570,0.01,0.238
0.510,0.15,0.220
0.680,0.55,0.087
0.640,0.64,0.071
0.700,0.52,0.092
0.620,0.69,0.062
0.720,0.39,0.117
0.530,0.10,0.234
0.550,0.06,0.237
0.600,0.72,0.056
0.580,0.78,0.044
0.570,0.02,0.236
0.500,0.42,0.141
0.680,0.56,0.085
0.660,0.59,0.080
0.510,0.16,0.215
0.640,0.65,0.068
0.620,0.70,0.060
0.720,0.40,0.115
0.700,0.53,0.089
0.530,0.11,0.225
0.550,0.07,0.231
0.580,0.79,0.041
0.600,0.73,0.054
0.500,0.43,0.140
0.570,0.03,0.235
0.680,0.57,0.082
0.660,0.60,0.078
0.510,0.17,0.214
0.640,0.66,0.066
0.720,0.41,0.113
